Agent Name,Agent Company,price,Address Line 1,Address Line 2,bed,bath,parking,floor_space,region,latitude,longitude
,,475.0,"608/333 Ascot Vale Road,",MOONEE PONDS VIC 3039,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7667,144.9167
,,1000.0,"43/9 Doggett St,",FORTITUDE VALLEY QLD 4006,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-27.4567365,153.0407509
$820 per week,,820.0,"76 Arthur Blakeley Way,",COOMBS ACT 2611,4.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3159186,149.0373279
$820 per week,,820.0,"76 Arthur Blakeley Way,",COOMBS ACT 2611,4.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3159186,149.0373279
,,880.0,"129 McMichael Terrace,",DENMAN PROSPECT ACT 2611,4.0,2.0,3.0,,latrobe-valley-vicwangaratta-vic,-35.2997895,149.0268607
,,540.0,"110/119 Poath Road,",MURRUMBEENA VIC 3163,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.8877788,145.0780149
,,550.0,"2 beds, 2/11 Launceston Street,",PHILLIP ACT 2606,2.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,430.0,"1 bedroom/11 Launceston Street,",PHILLIP ACT 2606,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,530.0,"2 bed, 1 c/11 Launceston Street,",PHILLIP ACT 2606,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,430.0,"1 bedroom/6 Furzer Street,",PHILLIP ACT 2606,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,530.0,"2 bed, 1 c/6 Furzer Street,",PHILLIP ACT 2606,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,430.0,"1 bedroom/2 Furzer Street,",PHILLIP ACT 2606,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,550.0,"2 bed, 2 c/6 Furzer Street,",PHILLIP ACT 2606,2.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,530.0,"2 bed, 1/2 Furzer Street,",PHILLIP ACT 2606,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,490.0,"1+ study/2 Furzer Street,",PHILLIP ACT 2606,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3406,149.074
,,530.0,"4/53 Port Jackson Circuit,",PHILLIP ACT 2606,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3480751,149.0936894
,,670.0,"2004/2 Furzer Street,",PHILLIP ACT 2606,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3436731,149.0842998
,,175.0,"1009 Old Bruce Highway,",KYBONG QLD 4570,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-26.251989,152.7056265
,,590.0,"2C/2 Furzer Street,",PHILLIP ACT 2606,2.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3436731,149.0842998
,,815.0,"151/9 Irving Street,",PHILLIP ACT 2606,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3396914,149.0842859
,,730.0,"65/96 McMichael Tce,",DENMAN PROSPECT ACT 2611,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.2997895,149.0268607
,,610.0,"806/673 Latrobe Street,",DOCKLANDS VIC 3008,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.8149,144.9505
,,430.0,"109/41 Philip Hodgins Street,",WRIGHT ACT 2611,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3201139,149.0319572
,,470.0,"2 Furzer Street,",PHILLIP ACT 2606,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3436731,149.0842998
,,1250.0,"7 Golgerth Street,",DENMAN PROSPECT ACT 2611,4.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3029208,149.0184729
,,665.0,"28/135 Easty Street,",PHILLIP ACT 2606,2.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3410517,149.0893609
,,620.0,"150A McCarthy Road,",WALLAROO NSW 2618,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,47.42478,7.59054
,,890.0,"1906/15 Bowes Street,",PHILLIP ACT 2606,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3436934,149.0861817
,,580.0,"49 Furzer Street,",PHILLIP ACT 2606,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3436731,149.0842998
,,540.0,"320/43 Arthur Blakeley Way,",COOMBS ACT 2611,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3159186,149.0373279
,,575.0,"33 Gledden Street,",CHIFLEY ACT 2606,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3550421,149.0808296
,,850.0,"229 Sculthorpe Ave,",WHITLAM ACT 2611,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.2770409,149.0338783
,,485.0,"9A Muecke Place,",ISAACS ACT 2607,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-35.362491,149.1124351
,,1500.0,"5 Gerogery Place,",O'MALLEY ACT 2606,5.0,3.0,3.0,,latrobe-valley-vicwangaratta-vic,-35.3563784,149.1064636
$650.00 weekly,,650.0,"59/1 BALGOWNIE CIRCUIT,",HEDDON GRETA NSW 2321,4.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.809123,151.5141342
,,1050.0,"127 Sculthorpe Avenue,",WHITLAM ACT 2611,4.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.2770409,149.0338783
,,575.0,"38 Devonport Street,",LYONS ACT 2606,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3399729,149.0765596
$640.00 weekly,,640.0,"29 LAKESIDE CIRCUIT,",CESSNOCK NSW 2325,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.8323797,151.3299667
,,1100.0,"60 Thwaites Crescent,",WRIGHT ACT 2611,4.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3122512,149.0270765
,,900.0,"207B/176 Blaxland Road,",RYDE NSW 2112,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,14.2766,46.8693
,,1200.0,"604A/176 Blaxland Road,",RYDE NSW 2112,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,14.2766,46.8693
,,500.0,"99 121 Easty Street,",PHILLIP ACT 2606,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3410517,149.0893609
,,760.0,"11/135 Easty Street,",PHILLIP ACT 2606,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3410517,149.0893609
,,670.0,"121 109 Manningham St,",PARKVILLE VIC 3052,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7877105,144.9423529
$595 - $596 per week,,595.0,"33 Currong Street,",REID ACT 2612,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.2839691,149.1432609
$700 per week,,700.0,"12/3 Felstead Vista,",DENMAN PROSPECT ACT 2611,2.0,2.0,2.0,"8,875m²",latrobe-valley-vicwangaratta-vic,-35.2988472,149.023544
,,565.0,"12/2 Bamblett Rise,",DENMAN PROSPECT ACT 2611,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3037866,149.0306555
,,480.0,"76/121 Easty Street,",PHILLIP ACT 2606,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.3410517,149.0893609
,,850.0,"41/8 Ken Tribe Street,",COOMBS ACT 2611,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3166815,149.0409183
,,1200.0,"60 Thwaites Crescent,",WRIGHT ACT 2611,5.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3122512,149.0270765
,,790.0,"65/96 McMichael Tce,",DENMAN PROSPECT ACT 2611,3.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.2997895,149.0268607
,,820.0,"3A Olympus Way,",LYONS ACT 2606,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3398923,149.0729074
,,650.0,"53 Tipperary Dr,",ASHTONFIELD NSW 2323,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7764481,151.5848859
,,945.0,"31/116 Easty Street,",WODEN ACT 2606,1.0,1.0,1.0,"14,129m²",latrobe-valley-vicwangaratta-vic,-35.3410517,149.0893609
,,550.0,"17 Stephens Street,",KANDANGA QLD 4570,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-26.3886676,152.6779521
,,450.0,"20 Couttaroo Place,",COUTTS CROSSING NSW 2460,3.0,1.0,4.0,,latrobe-valley-vicwangaratta-vic,-29.8332764,152.8907097
,,550.0,"1007/10 Trinity Street,",FORTITUDE VALLEY QLD 4006,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-27.4533792,153.030899
,,500.0,"1105/35 Hall Street,",MOONEE PONDS VIC 3039,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-37.7661867,144.9232616
,,550.0,"6 Weld Crescent,",HOPE VALLEY SA 5090,3.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-34.8448693,138.706992
,,570.0,"25 Finnegan Crescent,",MUSWELLBROOK NSW 2333,4.0,1.0,2.0,555m²,latrobe-valley-vicwangaratta-vic,-32.2791887,150.886303
,,480.0,"2/2 Kennedy Close,",MUSWELLBROOK NSW 2333,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.2805694,150.8886612
,,520.0,"3/1 Waller Street,",EAST MAITLAND NSW 2323,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7508797,151.5942001
,,640.0,"807/348 Water Street,",FORTITUDE VALLEY QLD 4006,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,47.35156,8.10669
,,950.0,"340 Wattle Ponds Road,",SINGLETON NSW 2330,4.0,2.0,3.0,2.06ha,latrobe-valley-vicwangaratta-vic,-32.5343487,151.1749139
,,460.0,"2b Rae St,",CESSNOCK NSW 2325,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.8234293,151.3725195
,,480.0,"2 Coneybeer Street,",BERRI SA 5343,3.0,1.0,3.0,,latrobe-valley-vicwangaratta-vic,-34.284955,140.5998793
,,550.0,"12 River Street,",BOWRAVILLE NSW 2449,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-30.6432888,152.8557561
,,650.0,"7 Monterey Court,",MILL PARK VIC 3082,3.0,1.0,1.0,576m²,latrobe-valley-vicwangaratta-vic,-37.6703233,145.044045
,,520.0,"ID:3786840/59 Robertson Street,",FORTITUDE VALLEY QLD 4006,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,47.35156,8.10669
,,460.0,"54A Ardennes Circuit,",GILLIESTON HEIGHTS NSW 2321,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7688695,151.5223598
,,440.0,"3/50 Catherine Street,",CESSNOCK NSW 2325,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.8418038,151.3396522
,,380.0,"3/41 Alick Street,",BELMONT NSW 2280,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-33.0407583,151.659027
,,660.0,"12/41 Pearlman Street,",COOMBS ACT 2611,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-35.3240461,149.04869
,,690.0,"23 Grasshawk Drive,",CHISHOLM NSW 2322,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7562944,151.6294171
,,380.0,"43 Tarwin Street,",BOOLARRA VIC 3870,3.0,1.0,4.0,,latrobe-valley-vicwangaratta-vic,-38.3812507,146.270966
,,475.0,"216/110 Keilor Road,",ESSENDON NORTH VIC 3041,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7441978,144.9096142
,,580.0,"89 St Georges Road,",TRARALGON VIC 3844,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-38.1821833,146.5256322
,,660.0,"12 Cassandra Close,",NORTH BOAMBEE VALLEY NSW 2450,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-30.3045999,153.0989169
,,800.0,"29 Konara Street,",LEPPINGTON NSW 2179,4.0,3.0,1.0,300m²,latrobe-valley-vicwangaratta-vic,-33.98203,150.80431
,,400.0,"2/10 Innes St,",NORTH ROTHBURY NSW 2335,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,46.58311,6.88295
,,900.0,"3/15 Market Street,",SINGLETON NSW 2330,2.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.561761,151.1788688
,,520.0,"5/13 Winifred Street,",ESSENDON VIC 3040,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.74418,144.9118769
,,860.0,"34 Onthonna Terrace,",UMINA BEACH NSW 2257,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-33.5334273,151.3047748
,,530.0,"59 Leumeah Ave,",CHAIN VALLEY BAY NSW 2259,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-33.1786734,151.5610821
,,800.0,"23 Mulumulung Street,",AUSTRAL NSW 2179,4.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-33.9409659,150.7952812
,,450.0,"5 Wakeham Road,",THE DAWN QLD 4570,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-26.2430774,152.6802556
,,450.0,"7 Farmer Crescent,",TRARALGON VIC 3844,3.0,2.0,2.0,696m²,latrobe-valley-vicwangaratta-vic,-38.1857905,146.5241505
,,600.0,"15 Donald Avenue,",ESSENDON VIC 3040,3.0,1.0,3.0,,latrobe-valley-vicwangaratta-vic,-37.7535112,144.9332026
,,500.0,"2/123 Watkins St,",WHITE GUM VALLEY WA 6162,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.0602707,115.7600779
,,740.0,"59 Rigby Drive,",NORTH ROTHBURY NSW 2335,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,46.58311,6.88295
,,500.0,"52 Hammersmith Circuit,",TRARALGON VIC 3844,3.0,2.0,2.0,522m²,latrobe-valley-vicwangaratta-vic,-38.1819273,146.5512656
,,700.0,"62 The Drive,",YAMBA NSW 2464,3.0,2.0,2.0,488m²,latrobe-valley-vicwangaratta-vic,-29.443035,153.3623166
,,350.0,"117 North Huon Road,",RANELAGH TAS 7109,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-43.011036,147.009534
,,920.0,"107 Piggabeen Road,",CURRUMBIN WATERS QLD 4223,3.0,1.0,4.0,,latrobe-valley-vicwangaratta-vic,-28.1826857,153.4438805
,,500.0,"36 Cemetery Road,",DOVER TAS 7117,3.0,2.0,4.0,,latrobe-valley-vicwangaratta-vic,-43.3272437,146.998205
,,480.0,"20 Lawn Avenue,",TRARALGON VIC 3844,3.0,2.0,2.0,568m²,latrobe-valley-vicwangaratta-vic,-38.2029,146.5480034
,,650.0,"6 Skehan Place,",EPPING VIC 3076,5.0,2.0,2.0,511m²,latrobe-valley-vicwangaratta-vic,-37.6377002,145.0369396
,,400.0,"22a Third Street,",WESTON NSW 2326,2.0,1.0,,,latrobe-valley-vicwangaratta-vic,-32.8125599,151.4622231
,,510.0,"207/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-37.802198,144.9607524
,,450.0,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-37.8004,144.9684
,,470.0,"2/27 Tangerine Street,",GILLIESTON HEIGHTS NSW 2321,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7719228,151.5286538
,,625.0,"23/14 Le Geyt Street,",WINDSOR QLD 4030,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-27.4359247,153.0360481
,,700.0,"74a Middle Boambee Road,",BOAMBEE NSW 2450,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-30.3308686,153.0575873
,,600.0,"20 Lady Nelson Place,",YAMBA NSW 2464,3.0,2.0,4.0,,latrobe-valley-vicwangaratta-vic,-29.4274286,153.3294166
,,560.0,"2 Bourke Street,",ESSENDON WEST VIC 3040,3.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.7544031,144.886333
,,650.0,"37 Scenic Drive,",GILLIESTON HEIGHTS NSW 2321,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7580488,151.536213
,,725.0,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.9973332,145.0807967
,,500.0,"8 Boronia Crescent,",TRARALGON VIC 3844,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-38.2066603,146.5185162
,,525.0,"10 Helen Terrace,",VALLEY VIEW SA 5093,3.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-34.8392042,138.6636823
,,435.0,"2 Black Street,",MUSWELLBROOK NSW 2333,3.0,2.0,1.0,436m²,latrobe-valley-vicwangaratta-vic,-32.2871733,150.9100855
,,500.0,"3/15 Ruskin Street,",BERESFIELD NSW 2322,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.8029742,151.657096
,,360.0,"11/44 Fletcher Street,",ESSENDON VIC 3040,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7553023,144.9207204
,,720.0,"35 Friarbird Ridge,",ABERGLASSLYN NSW 2320,4.0,2.0,3.0,,latrobe-valley-vicwangaratta-vic,-32.6944051,151.5367014
,,600.0,"12 Molucca Close,",ASHTONFIELD NSW 2323,3.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.7675462,151.5987032
,,705.0,"21 Gollop Crescent,",REDWOOD PARK SA 5097,4.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-34.8147978,138.7046174
,,750.0,"190 Boomerang Drive,",BLUEYS BEACH NSW 2428,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-32.3480555,152.5360083
,,420.0,"28 Cleary Street,",GATTON QLD 4343,3.0,1.0,2.0,729m²,latrobe-valley-vicwangaratta-vic,-27.5680001,152.2745101
,,750.0,"29 Lapwing Street,",ABERGLASSLYN NSW 2320,4.0,2.0,2.0,646m²,latrobe-valley-vicwangaratta-vic,-32.6934593,151.546537
,,1100.0,"6 Grey Street,",GLENBROOK NSW 2773,4.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-33.7701323,150.625044
,,680.0,"004/8 Kyabra Street,",NEWSTEAD QLD 4006,1.0,1.0,1.0,76m²,latrobe-valley-vicwangaratta-vic,47.35156,8.10669
,,450.0,"50 Allan Street,",GATTON QLD 4343,3.0,1.0,1.0,764m²,latrobe-valley-vicwangaratta-vic,-27.5451307,152.283187
,,500.0,"1/108 Davey Road,",GATTON QLD 4343,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-27.5709414,152.2791819
,,400.0,"5/158 Augusta Road,",LENAH VALLEY TAS 7008,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-42.8631464,147.2907599
,,450.0,"42A Rodeo Drive,",GREEN VALLEY NSW 2168,2.0,1.0,,,latrobe-valley-vicwangaratta-vic,-33.8982944,150.8579025
,,510.0,"23 Albert Terrace,",PORT PIRIE SA 5540,3.0,2.0,3.0,603m²,latrobe-valley-vicwangaratta-vic,-33.1882639,138.0159224
,,880.0,"42 Rodeo Drive,",GREEN VALLEY NSW 2168,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-33.8982944,150.8579025
,,1250.0,"55 Perry Street,",DUNDAS VALLEY NSW 2117,4.0,3.0,2.0,,latrobe-valley-vicwangaratta-vic,-33.792371,151.058556
,,450.0,"4/115 Newcastle Street,",EAST MAITLAND NSW 2323,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7537856,151.5877037
,,,"1BRM+CAR/35 Campbell Street,",BOWEN HILLS QLD 4006,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,47.35156,8.10669
,,400.0,"3/53 Flemington Street,",TRAVANCORE VIC 3032,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7814333,144.9329929
,,900.0,"9 Vernon Street,",STRATHMORE VIC 3041,4.0,4.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.7323128,144.9216962
,,520.0,"3/220 South Valley Road,",HIGHTON VIC 3216,4.0,2.0,4.0,,latrobe-valley-vicwangaratta-vic,-38.1810122,144.3168363
,,700.0,"505/300 Swanston Street,",MELBOURNE VIC 3000,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.8065731,144.9628193
,,395.0,"304A Mowbray River Road,",MOWBRAY QLD 4877,1.0,1.0,1.0,"40,350m²",latrobe-valley-vicwangaratta-vic,-16.5492232,145.4724547
,,720.0,"78 Arthur Street,",FORTITUDE VALLEY QLD 4006,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-27.4605268,153.0383566
,,670.0,"30 Healey Drive,",EPPING VIC 3076,5.0,2.0,8.0,500m²,latrobe-valley-vicwangaratta-vic,-37.6360961,145.0382555
,,670.0,"24 Willan Drive,",CARTWRIGHT NSW 2168,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-33.9257385,150.8951802
,,950.0,"7/398 Elgar Road,",BOX HILL VIC 3128,4.0,4.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.8177032,145.1149333
,,730.0,"307 Lord Street,",BEECHBORO WA 6063,3.0,1.0,1.0,891m²,latrobe-valley-vicwangaratta-vic,-31.8663963,115.9547338
,,580.0,"30/6A Valley Road,",HALLS HEAD WA 6210,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.5245727,115.7004219
,,680.0,"1 Gaara Close,",MACKSVILLE NSW 2447,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-30.7078,152.92029
,,600.0,"204/150 Great Eastern Highway,",ASCOT WA 6104,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-31.9326052,115.9407868
,,550.0,"4 Attunga Street,",SUN VALLEY QLD 4680,3.0,2.0,3.0,,latrobe-valley-vicwangaratta-vic,-23.8736231,151.2565496
,,750.0,"52 Roberts Road,",AIRPORT WEST VIC 3042,4.0,3.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7262244,144.8813592
,,700.0,"349/1000 Ann Street,",FORTITUDE VALLEY QLD 4006,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-27.4517165,153.0408796
,,400.0,"22 Langford Street,",MORWELL VIC 3840,3.0,2.0,1.0,750m²,latrobe-valley-vicwangaratta-vic,-38.2372635,146.3863894
,,680.0,"3/1 Latona Avenue,",CALOUNDRA QLD 4551,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-26.8066629,153.1336737
,,445.0,"2/9 Aberdeen Street,",ABERFELDIE VIC 3040,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.7561989,144.9006573
,,650.0,"7/2-8 Palmerston Street,",ST JAMES WA 6102,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,1.06911,109.66393
,,620.0,"101/19 Moore St,",MOONEE PONDS VIC 3039,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7685092,144.9200385
,,550.0,"30 Curtin Street,",EAST MAITLAND NSW 2323,3.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.7586474,151.5978009
,,600.0,"30 Weemala Place,",MUSWELLBROOK NSW 2333,4.0,2.0,2.0,837m²,latrobe-valley-vicwangaratta-vic,-32.2851369,150.9052058
,,300.0,"59/62 Seaview Avenue,",WIRRINA COVE SA 5204,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-35.5036914,138.247924
,,600.0,"12 Melaleuca Drive,",YAMBA NSW 2464,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-29.4220093,153.3276023
,,550.0,"8 Morven Street,",MACLEAN NSW 2463,4.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-29.4549899,153.1987842
,,280.0,"28A Park Avenue,",NURIOOTPA SA 5355,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-34.4698807,138.9990044
,,950.0,"19A Vaynor Street,",NIDDRIE VIC 3042,4.0,3.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7448572,144.8879266
,,570.0,"79A Riverslea Boulevard,",TRARALGON VIC 3844,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-38.179134,146.512724
,,440.0,"251 Mathieson Street,",BELLBIRD NSW 2325,2.0,1.0,,,latrobe-valley-vicwangaratta-vic,-32.8528395,151.32772
,,380.0,"7 Townsend Street,",CHURCHILL VIC 3842,3.0,1.0,,,latrobe-valley-vicwangaratta-vic,-38.3113044,146.4112227
,,450.0,"1/39B Rutherford Road,",MUSWELLBROOK NSW 2333,3.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-32.2824421,150.8952584
,,700.0,"3 Timor Cl,",BURWOOD VIC 3125,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.843169,145.1065259
,,850.0,"104/8 Sydenham Street,",MOONEE PONDS VIC 3039,2.0,2.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7656567,144.917755
,,535.0,"4/57 Holmes Road,",MOONEE PONDS VIC 3039,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7664849,144.9186215
,,780.0,"5/48 Oxley Rd,",HAWTHORN VIC 3122,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.824108,145.035345
,,,"4 Roedean Street,",BENNETT SPRINGS WA 6063,3.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-31.8548609,115.954348
,,550.0,"210/8 Burrowes Street,",ASCOT VALE VIC 3032,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.7787644,144.9140331
,,300.0,"2/7 Wallace Ave,",LENAH VALLEY TAS 7008,1.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-42.8629884,147.2781518
,,380.0,"22a Collett Circuit,",APPIN NSW 2560,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-34.1858297,150.7905822
,,675.0,"5 Streldon Avenue,",STRATHMORE VIC 3041,4.0,2.0,2.0,,latrobe-valley-vicwangaratta-vic,-37.723881,144.9104064
,,900.0,"6 Lerra Road,",WINDELLA NSW 2320,5.0,2.0,6.0,"5,721m²",latrobe-valley-vicwangaratta-vic,-32.69338,151.478783
,,450.0,"16 First Street,",DUBLIN SA 5501,2.0,1.0,2.0,,latrobe-valley-vicwangaratta-vic,-34.4533058,138.353254
,,625.0,"3/28 Sandown Road,",ASCOT VALE VIC 3032,2.0,1.0,1.0,,latrobe-valley-vicwangaratta-vic,-37.783125,144.9195038
,,355.0,"239/386 Burwood Highway,",BURWOOD VIC 3125,1.0,1.0,,,latrobe-valley-vicwangaratta-vic,-37.8498,145.119
,,650.0,"23 Wanaruah Circuit,",MUSWELLBROOK NSW 2333,3.0,2.0,2.0,552m²,latrobe-valley-vicwangaratta-vic,-32.2901619,150.9106978
,,480.0,"1 Tennant St,",BELLBIRD NSW 2325,3.0,1.0,,,latrobe-valley-vicwangaratta-vic,-32.8564154,151.3139689
,,390.0,"4/412A Wilson Street,",BALLARAT EAST VIC 3350,3.0,1.0,1.0,,ballarat-vic,-37.5292,143.8591
