Agent Name,Agent Company,price,Address Line 1,Address Line 2,bed,bath,parking,floor_space,region,latitude,longitude
,,,"6/8 Parring Rd,",BALWYN VIC 3103,2.0,1.0,2.0,,shepparton-vic,-37.8139475,145.090677
,,65.0,"539 St Kilda Road,",MELBOURNE VIC 3004,,1.0,1.0,,shepparton-vic,-37.845647,144.9803033
,,240.0,"Car Space/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,1.0,,shepparton-vic,-37.8004,144.9684
,,480.0,"1 Bed 1 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,1.0,1.0,,,shepparton-vic,-37.7995,144.8963
,,600.0,"2 Bed 2 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,2.0,2.0,,,shepparton-vic,-37.7995,144.8963
,,225.0,"279 Wyndham Street,",SHEPPARTON VIC 3630,1.0,1.0,,,shepparton-vic,-36.376812,145.4001297
,,560.0,"33 Currong Street South,",REID ACT 2612,2.0,1.0,1.0,"2,497m²",shepparton-vic,-35.2839691,149.1432609
,,800.0,"6 Hawkins Road,",MONTROSE VIC 3765,5.0,2.0,,,shepparton-vic,-37.8009117,145.3660596
,,550.0,"4502/80 A'Beckett Street,",MELBOURNE VIC 3000,1.0,1.0,,,shepparton-vic,-37.814,144.9633
,,595.0,"804/333 Exhibition Street,",MELBOURNE VIC 3000,1.0,1.0,,,shepparton-vic,-37.8072513,144.9689086
,,550.0,"18 Milos Court,",FRASER RISE VIC 3336,4.0,2.0,2.0,,shepparton-vic,-37.7139202,144.7191744
,,450.0,"10 Mccoy Street,",OMEO VIC 3898,3.0,1.0,3.0,,shepparton-vic,-37.1097623,147.596471
,,385.0,"Unit 2/68 Mason Street,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.4681,145.586
,,320.0,"4/52 Hare Street,",SHEPPARTON VIC 3630,1.0,1.0,1.0,,shepparton-vic,-36.3908276,145.4028397
,,925.0,"2512/138 Spencer Street,",MELBOURNE VIC 3000,2.0,2.0,,,shepparton-vic,-37.814,144.9633
,,570.0,"1501/63 Haig St,",SOUTHBANK VIC 3006,2.0,1.0,1.0,,shepparton-vic,-37.8228,144.9643
,,400.0,"213/80 Cheltenham Road,",DANDENONG VIC 3175,1.0,1.0,,,shepparton-vic,-37.9912458,145.1970169
,,560.0,"3 Golden Grove,",GLEN WAVERLEY VIC 3150,4.0,1.0,1.0,,shepparton-vic,-37.873842,145.1718162
,,600.0,"19 Hurkett St,,",MICKLEHAM VIC 3064,4.0,2.0,2.0,,shepparton-vic,-37.5483002,144.8977324
,,500.0,"20 Cromwell Road,",WERRIBEE VIC 3030,3.0,2.0,2.0,,shepparton-vic,-37.8732248,144.6604057
,,375.0,"2 Clifton Street,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3935921,145.3987713
,,420.0,"1/7 Regan Street,",ST ALBANS VIC 3021,1.0,1.0,1.0,,shepparton-vic,-37.729499,144.792894
,,610.0,"15 Broadwater Road,",KIALLA VIC 3631,4.0,2.0,2.0,,shepparton-vic,-36.4370784,145.4030917
,,550.0,"17 Appalachian Street,",TRUGANINA VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.7608936,144.6946239
,,520.0,"4 Downley Loop,",STRATHTULLOH VIC 3338,4.0,2.0,2.0,,shepparton-vic,-37.7272956,144.5977917
,,560.0,"63 Olympic Avenue,",NORLANE VIC 3214,3.0,2.0,2.0,,shepparton-vic,-38.0869494,144.3454031
,,690.0,"40 Barak St,",BULLEEN VIC 3105,4.0,2.0,2.0,,shepparton-vic,-37.7762995,145.0859313
,,475.0,"69 Ayesha Avenue,",MELTON SOUTH VIC 3338,3.0,2.0,2.0,,shepparton-vic,-37.6991359,144.5657705
,,720.0,"5 Lignum Court,",TEMPLESTOWE LOWER VIC 3107,5.0,3.0,2.0,,shepparton-vic,-37.7720493,145.1268303
,,480.0,"1608/500 Elizabeth Street,",MELBOURNE VIC 3000,1.0,1.0,,,shepparton-vic,-37.7998626,144.9573647
,,800.0,"49 Cargill St,",VICTORIA PARK WA 6100,3.0,2.0,2.0,,shepparton-vic,-31.972578,115.8914965
,,520.0,"7 Ekari Court,",YALLAMBIE VIC 3085,3.0,1.0,3.0,,shepparton-vic,-37.7218995,145.1055572
,,440.0,"1307/53 Batman Street,",WEST MELBOURNE VIC 3003,1.0,1.0,,,shepparton-vic,-37.8101,144.95
,,330.0,"68b Kerferd Street,",TATURA VIC 3616,2.0,1.0,1.0,,shepparton-vic,-36.4424689,145.2266395
,,530.0,"120/80 Cheltenham Road,",DANDENONG VIC 3175,2.0,2.0,1.0,,shepparton-vic,-37.9912458,145.1970169
,,460.0,"1/1298 Main Road,",ELTHAM VIC 3095,2.0,1.0,1.0,,shepparton-vic,-37.7278384,145.1463916
,,500.0,"3/91 Dianne Avenue,",CRAIGIEBURN VIC 3064,2.0,1.0,1.0,,shepparton-vic,-37.5957624,144.9305182
,,750.0,"3/92 Para Rd,",MONTMORENCY VIC 3094,3.0,2.0,2.0,,shepparton-vic,-37.7173344,145.1147998
,,650.0,"8 Wallagoot Walk,",CARRUM DOWNS VIC 3201,4.0,4.0,2.0,,shepparton-vic,-38.0980307,145.1916224
,,,"4/148 Sobraon St,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.385126,145.3977324
,,530.0,"4/54 East Esplanade,",ST ALBANS VIC 3021,3.0,3.0,4.0,,shepparton-vic,-37.7307041,144.7945703
,,550.0,"1/22 Dearing Avenue,",CRANBOURNE VIC 3977,3.0,1.0,1.0,,shepparton-vic,-38.105759,145.2770982
,,620.0,"708/850 Whitehorse Road,",BOX HILL VIC 3128,2.0,1.0,1.0,,shepparton-vic,-37.8256,145.1232
,,540.0,"70 Vestige Circuit,",TARNEIT VIC 3029,4.0,2.0,4.0,335m²,shepparton-vic,-37.8233788,144.6874167
,,475.0,"2 McCubbin Dr,",SHEPPARTON VIC 3630,3.0,1.0,2.0,,shepparton-vic,-36.394433,145.4221387
,,520.0,"18 Primary Road,",TARNEIT VIC 3029,3.0,2.0,2.0,263m²,shepparton-vic,-37.8826,144.7003
,,520.0,"15/44 Mcmaster St,",VICTORIA PARK WA 6100,2.0,1.0,1.0,,shepparton-vic,-31.9739084,115.8936077
,,,"9 Sutherland Avenue,",MELTON SOUTH VIC 3338,3.0,2.0,5.0,578m²,shepparton-vic,-37.6994792,144.5791203
,,920.0,"11/1781 Malvern Road,",GLEN IRIS VIC 3146,3.0,2.0,2.0,,shepparton-vic,-37.8599,145.0549
,,350.0,"3/16 Corio Street,",SHEPPARTON VIC 3630,2.0,1.0,1.0,,shepparton-vic,-36.3704402,145.4055582
,,920.0,"3 Young St,",BOX HILL VIC 3128,3.0,2.0,2.0,,shepparton-vic,-37.8171987,145.1163199
,,480.0,"59 Bronson Circuit,",HOPPERS CROSSING VIC 3029,3.0,2.0,1.0,,shepparton-vic,-37.8608753,144.6872141
,,,"11 Gramercy place,",STRATHTULLOH VIC 3338,4.0,2.0,3.0,,shepparton-vic,-37.7269779,144.61136
,,520.0,"27 Pedirka Road,",TRUGANINA VIC 3029,3.0,2.0,1.0,,shepparton-vic,-37.7680725,144.6857966
,,580.0,"10/966 Albany Highway,",EAST VICTORIA PARK WA 6101,1.0,1.0,1.0,,shepparton-vic,1.5,109.25
,,410.0,"43 MacKellar Crescent,",MOOROOPNA VIC 3629,3.0,1.0,3.0,,shepparton-vic,-36.3844013,145.3582021
,,535.0,"1 Evesham Drive,",POINT COOK VIC 3030,4.0,2.0,2.0,,shepparton-vic,-37.9017064,144.7597983
,,630.0,"5 Dutton Way,",KIALLA VIC 3631,3.0,2.0,2.0,,shepparton-vic,-36.4370699,145.4047607
,,600.0,"68 Hawkins Street,",SHEPPARTON VIC 3630,3.0,2.0,2.0,,shepparton-vic,-36.3541854,145.4023853
,,540.0,"6 Surround Circuit,",BONNIE BROOK VIC 3335,4.0,2.0,2.0,,shepparton-vic,-37.7086078,144.6784588
,,900.0,"13 Jackson Road,",KARAWARA WA 6152,4.0,2.0,2.0,,shepparton-vic,-32.0058305,115.8797913
,,500.0,"79 Wagner Drive,",WERRIBEE VIC 3030,4.0,2.0,2.0,,shepparton-vic,-37.9171981,144.6335882
,,560.0,"71 Starboard Way,",WERRIBEE SOUTH VIC 3030,4.0,2.0,2.0,,shepparton-vic,-37.963701,144.7088524
,,650.0,"3 Shoreline Cr,",CARRUM DOWNS VIC 3201,4.0,2.0,2.0,,shepparton-vic,-38.0980715,145.1919751
,,580.0,"1385 Heatherton Road,",DANDENONG NORTH VIC 3175,3.0,1.0,2.0,590m²,shepparton-vic,-37.9703583,145.2176898
,,460.0,"48 Paterson Road,",SHEPPARTON VIC 3630,3.0,1.0,2.0,,shepparton-vic,-36.3957953,145.4210968
,,870.0,"3103/100 Lorimer St,",DOCKLANDS VIC 3008,2.0,2.0,2.0,,shepparton-vic,-37.8149,144.9505
,,610.0,"6108/172 Edward St,",BRUNSWICK EAST VIC 3057,2.0,2.0,1.0,,shepparton-vic,-37.7603,144.9502
,,520.0,"2/29 Vincent Avenue,",ST ALBANS VIC 3021,3.0,2.0,2.0,,shepparton-vic,-37.7451799,144.808638
,,495.0,"LG 202/45 Linden Avenue,",IVANHOE VIC 3079,1.0,1.0,1.0,,shepparton-vic,-37.754915,145.0543999
,,750.0,"615C/2 Snedden Drive,",GLEN WAVERLEY VIC 3150,2.0,2.0,1.0,,shepparton-vic,-37.8891,145.174
,,800.0,"1810/462 Elizabeth Street,",MELBOURNE VIC 3000,2.0,2.0,,,shepparton-vic,-37.814,144.9633
,,290.0,"2/16 Gemmill Street,",MOOROOPNA VIC 3629,1.0,1.0,1.0,,shepparton-vic,-36.2833,145.2167
,,580.0,"21 Ararat Street,",TARNEIT VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.8420586,144.6428936
,,675.0,"182 Fenton Hill Road,",CLARKEFIELD VIC 3430,4.0,1.0,5.0,,shepparton-vic,-37.4932063,144.8109401
,,600.0,"1/33 Arcadia Avenue,",HALLAM VIC 3803,3.0,2.0,1.0,,shepparton-vic,-37.9981456,145.2599547
,,660.0,"30 Bailey Boulevard,",KOO WEE RUP VIC 3981,4.0,2.0,2.0,,shepparton-vic,-38.2039038,145.4925911
,,780.0,"24 Lantana Road,",AINTREE VIC 3336,5.0,3.0,2.0,,shepparton-vic,-37.7201581,144.656696
,,580.0,"18 Leeward Drive,",TARNEIT VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.8612781,144.6469924
,,560.0,"11 Faircroft Place,",TARNEIT VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.8466441,144.6949076
,,530.0,"1/29 Baldwin Avenue,",NOBLE PARK VIC 3174,3.0,1.0,1.0,,shepparton-vic,-37.9753635,145.1752593
,,400.0,"6 O'Connell Court,",SHEPPARTON VIC 3630,3.0,1.0,1.0,,shepparton-vic,-36.3589728,145.3854538
,,650.0,"14 Wonnangatta CRES,",WEIR VIEWS VIC 3338,5.0,2.0,2.0,,shepparton-vic,-37.7269511,144.5726647
,,450.0,"1416/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,shepparton-vic,-37.802198,144.9607524
,,780.0,"13 Mountfield Road,",MITCHAM VIC 3132,6.0,3.0,5.0,,shepparton-vic,-37.807391,145.1869189
,,620.0,"2 The Breezewater,",POINT COOK VIC 3030,4.0,2.0,2.0,,shepparton-vic,-37.8865333,144.7711545
,,795.0,"6 Elizabeth Court,",ROWVILLE VIC 3178,4.0,2.0,4.0,,shepparton-vic,-37.9193868,145.2319676
,,595.0,"31 Ambassador Crescent,",POINT COOK VIC 3030,4.0,2.0,2.0,758m²,shepparton-vic,-37.8845432,144.7116807
,,550.0,"18/80 Cheltenham Road,",DANDENONG VIC 3175,2.0,2.0,1.0,,shepparton-vic,-37.9912458,145.1970169
,,720.0,"146 Lady Nelson Way,",TAYLORS LAKES VIC 3038,5.0,3.0,2.0,,shepparton-vic,-37.7120857,144.7893649
,,410.0,"3/85 Collins Street,",THORNBURY VIC 3071,2.0,1.0,1.0,,shepparton-vic,-37.7569997,145.0273656
,,520.0,"5/169-171 Hogan Street,",TATURA VIC 3616,2.0,2.0,1.0,,shepparton-vic,-36.4667,145.15
,,870.0,"32 Trades Hall Place,",CARLTON VIC 3053,3.0,2.0,1.0,160m²,shepparton-vic,-37.8065885,144.9667277
,,650.0,"97 Festival Drive,",POINT COOK VIC 3030,5.0,3.0,2.0,,shepparton-vic,-37.9084089,144.7462775
,,580.0,"22 Wagtail Drive,",KIALLA VIC 3631,4.0,2.0,2.0,,shepparton-vic,-36.4309368,145.383092
,,520.0,"406/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,shepparton-vic,-37.802198,144.9607524
,,550.0,"39 Millers Road,",ALTONA VIC 3018,3.0,1.0,3.0,,shepparton-vic,-37.8647814,144.8392132
,,575.0,"104/15 Irving Avenue,",BOX HILL VIC 3128,1.0,1.0,1.0,,shepparton-vic,-37.8158711,145.1222744
,,440.0,"917/6 Leicester Street,",CARLTON VIC 3053,1.0,1.0,,,shepparton-vic,-37.802198,144.9607524
,,580.0,"9 Kenora Way,",MICKLEHAM VIC 3064,4.0,2.0,2.0,509m²,shepparton-vic,-37.5372385,144.8973557
,,470.0,"1709/6 Leicester Street,",CARLTON VIC 3053,,,,,shepparton-vic,-37.802198,144.9607524
,,1100.0,"20 Koonawarra St,",CLAYTON VIC 3168,5.0,3.0,2.0,,shepparton-vic,-37.9117269,145.1244965
,,400.0,"4 Springbank Way,",BROOKFIELD VIC 3338,4.0,2.0,2.0,,shepparton-vic,-37.7052143,144.5553866
,,1670.0,"29 Drummond street,",CARLTON VIC 3053,7.0,3.0,2.0,290m²,shepparton-vic,-37.8062068,144.9671839
,,540.0,"19 Woolshed Drive,",TRUGANINA VIC 3029,4.0,2.0,2.0,,shepparton-vic,-37.8205497,144.715242
,,600.0,"705/301 King St,",MELBOURNE VIC 3000,1.0,1.0,,,shepparton-vic,-37.8124195,144.95398
,,630.0,"1/48 Aqueduct Road,",LANGWARRIN VIC 3910,3.0,2.0,2.0,,shepparton-vic,-38.1598954,145.2034778
