agent_name,agent_company,price,address1,address2,bed,bath,parking,floor_space,longitude,latitude
Henry Hodge,Hodge Estate Agents,For Sale,"11 Herbert Street,",CAMP HILL QLD 4152,5 Beds,3 Baths,2 Parking,913m²,153.0803694,-27.4993113
Hamish Bowman,Hamish Bowman Properties,Best Offers By 27th September,"27 Primrose Terrace,",RED HILL QLD 4059,5 Beds,2 Baths,2 Parking,541m²,152.9942617,-27.4519442
Emil Juresic,NGU Real Estate Head Office,JUST LISTED!,"33 Woolcock Street,",RED HILL QLD 4059,5 Beds,3 Baths,4 Parking,417m²,153.0105498,-27.4547973
Nicholas McEvoy,BresicWhitney Hunters Hill,"Guide $7,000,000","7 Bonnefin Road,",HUNTERS HILL NSW 2110,5 Beds,5 Baths,3 Parking,815m²,151.1420226,-33.8279803
Mathew Iuliano,Mavis Property Co,"Buyers Guide $850,000","17 Vista Parade,",BELMONT NSW 2280,3 Beds,2 Baths,2 Parking,488m²,151.6583231,-33.027087
Steve Landeta,Ray White Holland Park - Camp Hill,FOR SALE,"1/29 Oatland Crescent,",HOLLAND PARK WEST QLD 4121,3 Beds,2 Baths,2 Parking,197m²,153.0568958,-27.5239287
Joel Simpson,Ray White Castle Hill,In Room Auction - Castle Hill RSL | Luxe Lounge,"157 Tuckwell Road,",CASTLE HILL NSW 2154,6 Beds,4 Baths,2 Parking,"1,003m²",150.988584,-33.7227095
Mark Vinogradov,McGrath Castle Hill,"Auction Guide $2,200,000","16 Brookpine Place,",WEST PENNANT HILLS NSW 2125,5 Beds,2 Baths,2 Parking,955m²,151.023326,-33.742582
Steve Landeta,Ray White Holland Park - Camp Hill,Offers Invited,"22 Gordon Drive,",BELLBIRD PARK QLD 4300,4 Beds,2 Baths,2 Parking,600m²,152.8746056,-27.6514654
Matthew Johns,The North Agency,Auction,"23 Hill Street,",WARRIEWOOD NSW 2102,4 Beds,2 Baths,2 Parking,599m²,151.3029284,-33.6893579
Darcy Lord,Place Estate Agents - Bulimba,"Offers from $1,350,000","302 Richmond Road,",CANNON HILL QLD 4170,4 Beds,2 Baths,2 Parking,607m²,153.0944407,-27.4748396
Allister Scott,BresicWhitney Hunters Hill,Contact agent,"51 Watts Road,",RYDE NSW 2112,4 Beds,3 Baths,2 Parking,986m²,151.105389,-33.791948
Anthony Merlo,Colliers Newcastle,"Price Guide $1,700,000","96 Bull Street,",COOKS HILL NSW 2300,4 Beds,2 Baths,− Parking,175m²,151.7718468,-32.933152
John Paranchi,McGrath Hunters Hill,"Price Guide $8,500,000","74 Champion Road,",TENNYSON POINT NSW 2111,8 Beds,4 Baths,5 Parking,"1,397m²",151.1179666,-33.8351615
Mark Porter,Ray White Yamba,Auction,"44 Kerry Street,",MACLEAN NSW 2463,4 Beds,2 Baths,2 Parking,"1,952m²",153.205807,-29.4618233
Manyel Mahlis,Response Real Estate Quakers Hill and Winston Hills,"$930,000","3 Joadja Crescent,",GLENDENNING NSW 2761,3 Beds,1 Bath,2 Parking,452m²,150.8546422,-33.7457438
Manyel Mahlis,Response Real Estate Quakers Hill and Winston Hills,JUST LISTED,"17 Falmouth Road,",QUAKERS HILL NSW 2763,4 Beds,2 Baths,2 Parking,583m²,150.8826175,-33.7426886
Pragya Ojha,LJ Hooker Property Partners - SunnyBank Hills & Mount Gravatt,Auction,"55 Trevallyan Drive,",DAISY HILL QLD 4127,5 Beds,2 Baths,4 Parking,"5,286m²",153.151999,-27.6266708
Dane Koosmen,Sixty Four Property,FOR SALE BY NEGOTIATION,"12 Dilkera Street,",BALMORAL QLD 4171,4 Beds,5 Baths,2 Parking,405m²,153.0651513,-27.4577011
Ruma Mundi,McGrath Northwest - Kellyville,"$890,000 - $940,000","26 Raspberry Crescent,",SCHOFIELDS NSW 2762,3 Beds,3 Baths,1 Parking,234m²,150.8846775,-33.697887
Matt Nickerson,Image Property Sunshine Coast,Auction,"7 Sherman Street,",BATTERY HILL QLD 4551,4 Beds,2 Baths,2 Parking,555m²,153.1273648,-26.780038
SCOTT DUNGER,Manor Real Estate,"Guide $2,500,000","9 Talofa Place,",CASTLE HILL NSW 2154,5 Beds,3 Baths,3 Parking,804m²,151.0061377,-33.7174226
Christine Bassingthwaighte,Blackshaw Manuka,"$1,795,000+","155 La Perouse Street,",RED HILL ACT 2603,5 Beds,2 Baths,2 Parking,833m²,149.1257872,-35.3394517
Andy Lin,Uniland Real Estate | Epping & Castle Hill,For Sale | Contact Agent,"1 Redden Drive,",KELLYVILLE NSW 2155,5 Beds,2 Baths,2 Parking,750m²,150.9548165,-33.7030714
Hilary Lazarus,Century 21 Bondi Junction,"$5,500,000","120 Smalls Road,",BROWNLOW HILL NSW 2570,6 Beds,5 Baths,5 Parking,"100,000m²",150.6575849,-34.0526209
Jenni Nash,Fletchers Yarra Ranges,"$830,000 - $910,000","1337 Mount Dandenong Tourist Road,",MOUNT DANDENONG VIC 3767,4 Beds,1 Bath,1 Parking,"1,137m²",145.3569073,-37.8354571
Alex Agoratsios,Exclusive Real Estate,"For Sale $2,050,000 - $2,150,000","12A Carlton Crescent,",SUMMER HILL NSW 2130,3 Beds,2 Baths,1 Parking,158m²,151.14229298959594,-33.8919384
SCOTT DUNGER,Manor Real Estate,"$2,100,000 - $2,200,000","43 Wrights Road,",CASTLE HILL NSW 2154,4 Beds,2 Baths,2 Parking,554m²,150.9673403,-33.7161922
Nicole Robertson,BresicWhitney Hunters Hill,"Guide $5,200,000","47 Wybalena Road,",HUNTERS HILL NSW 2110,3 Beds,2 Baths,2 Parking,721m²,151.1588202,-33.8404293
Kat Gawlik,T Barclay Real Estate,"$410,000 SOLD by Kat","7 Hill St,",RUSSELL ISLAND QLD 4184,2 Beds,1 Bath,2 Parking,648m²,153.3964481,-27.6481767
Ben Palmerone,Century 21 Bossley Park,"$1,180,000 to $1,220,000","71 Longerenong Avenue,",BOX HILL NSW 2765,3 Beds,2 Baths,2 Parking,375m²,150.8838485,-33.6480122
Nicholas Lynch,Lynch+Lynch - Mornington Peninsula,"$1,400,000 - $1,540,000","5 Collins Street,",RED HILL VIC 3937,3 Beds,2 Baths,− Parking,"1,588m²",144.9932294,-38.3662781
Leah Li,Ray White Castle Hill,"$2,000,000 - $2,100,000","47 Ravensbourne Circuit,",DURAL NSW 2158,5 Beds,2 Baths,2 Parking,500m²,151.0316719,-33.7089057
Jake Battenally,Ray White Canberra,"$799,000 - $839,000","4 Alfred Hill Drive,",MELBA ACT 2615,4 Beds,2 Baths,2 Parking,748m²,149.0502164,-35.2058454
John Paranchi,McGrath Hunters Hill,Price on Request,"77 Western Crescent,",GLADESVILLE NSW 2111,4 Beds,3 Baths,2 Parking,897m²,151.1203903,-33.8312053
Daniel Peer,Gary Peer,"$1,750,000","373 Glen Eira Road,",CAULFIELD NORTH VIC 3161,4 Beds,2 Baths,2 Parking,563m²,145.0223044,-37.8798152
Gavin Cappello,Cappello & Co Property,"$1,100,000 - $1,200,000","56 Nicholls Street,",GRIFFITH NSW 2680,5 Beds,2 Baths,2 Parking,853m²,146.079264,-34.2648345
Tracey Dixon,McGrath Hunters Hill,Price Guide On Request,"4 Croissy Avenue,",HUNTERS HILL NSW 2110,4 Beds,3 Baths,2 Parking,689m²,151.1551792,-33.838283
Paul Conti,Ray White Castle Hill,"$1,685,000","14 Newel Circuit,",GABLES NSW 2765,4 Beds,2 Baths,2 Parking,450m²,150.9001167,-33.6291128
Steve Marks,Explore Property Whitsunday,"Adjusted to $1,850,000","145 Kookaburra Drive,",CANNON VALLEY QLD 4800,5 Beds,3 Baths,3 Parking,"43,000m²",148.6595865,-20.3148326
Thai Tan,RT Edgar Whitehorse,"$1,595,000","18 Box Hill Crescent,",MONT ALBERT NORTH VIC 3129,4 Beds,3 Baths,1 Parking,623m²,145.1155948,-37.8080574
TYLER ODGERS,Manor Real Estate,"$1,280,000 - $1,340,000","11 Angove Street,",ROUSE HILL NSW 2155,4 Beds,2 Baths,1 Parking,330m²,150.8964351,-33.683488
Lee Dowdall,The Agency Hunters Hill,"$3,750,000 - $3,950,000","23 John Miller Street,",RYDE NSW 2112,5 Beds,3 Baths,2 Parking,537m²,151.125492,-33.809348
Abdul Allouche,Ray White Brunswick,Auction,"16 Lowson Street,",FAWKNER VIC 3060,3 Beds,1 Bath,3 Parking,534m²,144.9732431,-37.6992124
Matthew Girolamo,Ray White Flinders Park,Best Offers by September 30th by 5pm (USP),"19 Guernsey Crescent,",SALISBURY NORTH SA 5108,3 Beds,1 Bath,1 Parking,570m²,138.6176671,-34.7461548
Lindsay Southwell,Ray White Toowoomba,Expressions of Interest,"32 Stone Street,",WILSONTON QLD 4350,12 Beds,6 Baths,12 Parking,"1,530m²",151.9274947,-27.5488287
Todd Fromme,Ray White Burnside,Best Offers By Wednesday 2nd October 12:00PM,"31 Goodwin Circuit,",GOLDEN GROVE SA 5125,3 Beds,1 Bath,1 Parking,190m²,138.6992556,-34.7916044
Sanjukta  Ghosh,Ray White Darwin,In Room Auction,"3 Yeadon Circuit,",MOIL NT 0810,3 Beds,2 Baths,2 Parking,813m²,130.8822055,-12.3847714
Scott Ellwood,Acton | Belle Property Dalkeith,Expressions of interest,"77 Lindsay Street,",PERTH WA 6000,2 Beds,1 Bath,− Parking,184m²,115.8636586,-31.9461477
Paul McDonald,McDonald Upton,"$1,000,000 - $1,100,000","18 Mitchell Street,",MARIBYRNONG VIC 3032,2 Beds,1 Bath,2 Parking,697m²,144.8907617,-37.7837957
David Stringer,DJ Stringer,Buyer Guide $1.5M-$1.550M,"19 Westwood Street,",BANORA POINT NSW 2486,5 Beds,2 Baths,3 Parking,630m²,153.5122652,-28.2135577
Gavin Staindl,Ray White Pakenham,"$490,000 - $530,000","144 Station Street,",PAKENHAM VIC 3810,3 Beds,2 Baths,2 Parking,141m²,145.4846296,-38.0793362
Lisa Buckley,Residential & Investment Realty,All Offers Presented,"74 Barnes Street,",INNALOO WA 6018,3 Beds,1 Bath,2 Parking,302m²,115.7948555,-31.8893993
Gavin Staindl,Ray White Pakenham,"$690,000 - $750,000","57 Lakeside Boulevard,",PAKENHAM VIC 3810,3 Beds,2 Baths,2 Parking,254m²,145.4541108,-38.0649635
Johnny Oh,Pello - Northern Suburbs,Contact Agent,"32 Kirby Street,",RYDALMERE NSW 2116,5 Beds,4 Baths,2 Parking,325m²,151.048974,-33.811861
Alvin Nappilly,Confidence Real Estate,"$1,629,000+","91 Hazel Hawke Avenue,",WHITLAM ACT 2611,5 Beds,3 Baths,3 Parking,596m²,149.0390257,-35.2771326
Stefanie Szycman,PRD Hobart,"Buyers Guide $670,000 - $760,000*","255 New Town Road,",NEW TOWN TAS 7008,5 Beds,1 Bath,5 Parking,728m²,147.2988523,-42.8517576
Michael White,Adrian William Real Estate,"Guide $900,000","40/39 Dangar Place,",CHIPPENDALE NSW 2008,2 Beds,1 Bath,1 Parking,97m²,151.1974858,-33.8878556
Sam Dyne,Stone Gungahlin,Auction 12/10/2024 at 1:30pm,"30 Patrick White Circuit,",FRANKLIN ACT 2913,3 Beds,2 Baths,2 Parking,587m²,149.1369488,-35.206258
Linda Yu,McGrath St George,Price on request,"1006/458 Forest Road,",HURSTVILLE NSW 2220,2 Beds,2 Baths,1 Parking,111m²,,
Jayden Laugwitz,Mclachlan Partners,Contact Agent,"52 Oaks Avenue,",LONG JETTY NSW 2261,4 Beds,2 Baths,1 Parking,695m²,151.486724,-33.3636608
Rahul Goyal,Ray White Albury Central,"$529,000 - $549,000","8 Stewart Court,",THURGOONA NSW 2640,3 Beds,2 Baths,4 Parking,696m²,146.9805946,-36.0436277
Alistair Boyle,Ray White Pakenham,"$600,000 - $630,000","15 Frogmores Street,",PAKENHAM VIC 3810,4 Beds,2 Baths,2 Parking,288m²,145.4460242,-38.0817418
Anthony Rees,Inglis Property Macarthur,Expressions of Interest!,"11 Little Street,",CAMDEN NSW 2570,2 Beds,1 Bath,1 Parking,669m²,150.6920318,-34.0615547
Dominic Romeo,Circa Heritage and Lifestyle Property Specialists,'ROBINSONS' - C.1837.,"72-74 High Street,",OATLANDS TAS 7120,4 Beds,3 Baths,10 Parking,"1,386m²",147.3652373,-42.3039802
Nick Strilakos,Ray White Oakleigh,"Auction ($950,000-$1,045,000)","40 Liberty Avenue,",ROWVILLE VIC 3178,5 Beds,2 Baths,3 Parking,683m²,145.24094740630233,-37.92888415
Nick Strilakos,Ray White Oakleigh,"Auction ($790,000-$850,000)","2 Sunshine Street,",ROWVILLE VIC 3178,3 Beds,1 Bath,3 Parking,838m²,145.23373199777143,-37.9336671
Matthew Farrugia,LJ Hooker Terrigal,"Bidding Guide $1,250,000","60 Havenview Road,",TERRIGAL NSW 2260,4 Beds,2 Baths,2 Parking,664m²,151.4368327,-33.4411751
Anthony Di Nardo,Belle Property Hunter Region,Auction - Contact Agent,"2 Pitt Street,",MAYFIELD NSW 2304,3 Beds,2 Baths,2 Parking,"1,048m²",151.7398079,-32.8967703
Brent Bennett,First National Westwood - Truganina,"$630,000 - $690,000","23 Safari Drive,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,399m²,144.6833311,-37.8383701
Roland Campos,LaneCampos,"$850,000 - $900,000","23 Southon Street,",MAYFIELD NSW 2304,3 Beds,1 Bath,2 Parking,347m²,151.737615,-32.9040703
Dave Lane,LaneCampos,"$1,295,000 - $1,395,000","21 Monmouth Street,",STOCKTON NSW 2295,3 Beds,1 Bath,1 Parking,480m²,151.7831745,-32.910356
Peter McCormack,Belle Property Orange,"$1,175,000","121 Diamond Drive,",ORANGE NSW 2800,4 Beds,2 Baths,2 Parking,839m²,149.0980793,-33.2516755
Joshua Martin,Property Central,"$880,000 - $960,000","9 Arakoon Avenue,",PENRITH NSW 2750,3 Beds,1 Bath,1 Parking,853m²,150.7114552,-33.7437594
Jess Christmas and Michael Walsh,Roberts Real Estate Launceston,"$435,000 - $465,000","52 Suncrest Place,",RAVENSWOOD TAS 7250,4 Beds,1 Bath,1 Parking,871m²,147.1741941,-41.4223538
Theresa Day,Day by Day Property Solutions,PREVIEW,"89 Churnwood Drive,",FLETCHER NSW 2287,4 Beds,2 Baths,2 Parking,671m²,151.6464523,-32.8779935
Todd Mason,McGrath New Lambton,"$750,000 - $795,000","3/35 Hobart Road,",NEW LAMBTON NSW 2305,2 Beds,1 Bath,1 Parking,250m²,151.7121536,-32.9182605
Lyndall Allan,Salt Property Newcastle,Contact Agent,"118 Mitchell Street,",MEREWETHER NSW 2291,4 Beds,2 Baths,2 Parking,556m²,151.7563685,-32.9423766
Annette Pinkerton,Pinkerton Properties Plus,"$800,000","108 Crebert Street,",MAYFIELD NSW 2304,2 Beds,1 Bath,1 Parking,316m²,151.7394334,-32.8947046
Donna Spillane,Spillane Property,"Guide $700,000 - $770,000","9 Morris Street,",MAYFIELD WEST NSW 2304,3 Beds,1 Bath,1 Parking,560m²,151.7211592,-32.8925275
Ilce Dimeski,LJ Hooker Casula,"$579,000 - $599,000","803/30 Shepherd Street,",LIVERPOOL NSW 2170,2 Beds,2 Baths,1 Parking,114m²,150.9227263,-33.9321336
Kristal Sawtell,Salt Property Newcastle,"Auction Guide $1,250,000","16 Nesbitt Close,",KOTARA NSW 2289,3 Beds,3 Baths,2 Parking,716m²,151.6881345,-32.9464885
Matthew Clarkson,Stone Real Estate Hunter Valley,"$699,000 - $740,000","227 Cessnock Road,",ABERMAIN NSW 2326,4 Beds,1 Bath,1 Parking,"1,011m²",151.4223245,-32.8188723
Shad Hassen,The Agency Inner West,Contact Agent,"309 Great North Road,",FIVE DOCK NSW 2046,3 Beds,3 Baths,2 Parking,321m²,151.1272056,-33.8737574
Tiffany Fleming,Cooke Property Agents Rockhampton,"Offers Over $449,000","3/93 Talford Street,",ALLENSTOWN QLD 4700,3 Beds,2 Baths,2 Parking,162m²,150.5039779,-23.3866934
Ryan Clarke,Thompson & Clarke Real Estate,Preview,"16 Hague Street,",RUTHERFORD NSW 2320,3 Beds,2 Baths,1 Parking,567m²,151.5349133,-32.7110297
Blake Stretton,Gittoes,"$660,000 - $720,000","7/15 Koolang Road,",GREEN POINT NSW 2251,2 Beds,1 Bath,1 Parking,257m²,151.3654283,-33.4486531
Mikkel Hansen,"Presence Newcastle, Lake Macquarie, Central Coast & Hunter",Friendly Auction,"9 Redman Street,",ISLINGTON NSW 2296,4 Beds,2 Baths,2 Parking,264m²,151.7458689,-32.915229
Julien Karolos,LJ Hooker Boronia,"Offers close 5pm, 30/09 ($580,000 to $620,000)","2/8 Veronica Street,",FERNTREE GULLY VIC 3156,2 Beds,1 Bath,1 Parking,154m²,145.2969355,-37.8776551
Scott Quirk,Orange Real Estate,"$865,000","10 Kerr Place,",ORANGE NSW 2800,5 Beds,2 Baths,4 Parking,"1,002m²",149.1041697,-33.2609373
Jarrod Loughlin,Ray White Werribee,"$695,000 - $760,000","90 Duncans Road,",WERRIBEE VIC 3030,4 Beds,2 Baths,6 Parking,656m²,144.6802197,-37.9110087
Atlas Corrin,Ray White Gladstone,EXPRESSIONS OF INTEREST,"51 Wattle Street,",NEW AUCKLAND QLD 4680,3 Beds,1 Bath,2 Parking,599m²,151.2343974,-23.8799271
Hugh Britton,Peter Fisher Real Estate,"$380,000","4/23 Tucker Street,",BLAYNEY NSW 2799,2 Beds,1 Bath,1 Parking,165m²,149.2461601,-33.5270853
Stuart Gan,Coast Realty Group,Auction,"56 Diamond Road,",PEARL BEACH NSW 2256,3 Beds,2 Baths,5 Parking,696m²,151.3058307,-33.5409067
Blake Stretton,Gittoes,"$1,290,000","16 Irwin Place,",GREEN POINT NSW 2251,4 Beds,2 Baths,2 Parking,447m²,151.3777962,-33.4433478
Christy Collings,OBrien Real Estate Melton,"$459,000-$499,000","5 Drake Court,",MELTON VIC 3337,3 Beds,1 Bath,− Parking,591m²,144.5838241,-37.6763358
Jeremy Allwood,TaylorHedley Property,Contact Agent,"65 Aberdare Road,",ABERDARE NSW 2325,3 Beds,1 Bath,− Parking,"1,395m²",151.3649657,-32.8411974
Matthew Zagami,Jellis Craig Reservoir,"$830,000 - $870,000","52 Dredge Street,",RESERVOIR VIC 3073,3 Beds,2 Baths,4 Parking,738m²,144.9954379,-37.6948213
Roland Campos,LaneCampos,Expressions of Interest,"9 Hart Street,",MAYFIELD NSW 2304,4 Beds,2 Baths,4 Parking,461m²,151.7375348,-32.9063958
Christopher Baskerville,Orange Real Estate,"$620,000","6 Kent Avenue,",ORANGE NSW 2800,3 Beds,1 Bath,1 Parking,682m²,149.0840159,-33.264774
Jimmy Ji Man Kang,Belle Property Strathfield,Forthcoming Auction,"98/14-16 Station Street,",HOMEBUSH NSW 2140,2 Beds,2 Baths,2 Parking,144m²,,
Roger Agha,Belle Property Concord,Auction,"257 Queen Street,",CONCORD WEST NSW 2138,5 Beds,2 Baths,4 Parking,447m²,151.086351,-33.846801
Sarah Warren,McGrath Sans Souci,"Auction guide $3,200,000","61 Frederick Street,",CAMPSIE NSW 2194,12 Beds,6 Baths,4 Parking,645m²,151.10951,-33.9080196
Adam Crawley,Ray White Sutherland Shire - Sylvania,"Auction | Price Guide $1,700,000","84 Formosa Street,",SYLVANIA NSW 2224,4 Beds,2 Baths,1 Parking,563m²,151.1005866,-34.0166218
Michael Flook,Robinson Property,Price Guide on Request,"46 Ridge Street,",MEREWETHER NSW 2291,4 Beds,2 Baths,2 Parking,253m²,151.755539,-32.9493506
Jacob Evans,Peter Fisher Real Estate,"$1,500,000","384 Yellowbox Road,",MANILDRA NSW 2865,3 Beds,1 Bath,4 Parking,"297,400m²",148.6709104,-33.2375039
Paul Eatwell,North Coast Lifestyle Properties,"$695,000","91 Prince Street,",MULLUMBIMBY NSW 2482,3 Beds,1 Bath,1 Parking,446m²,153.5037114,-28.5526978
Tony Bacic,Roberts Real Estate Glenorchy,"High $800,000's","7 Young Street,",GLENORCHY TAS 7010,3 Beds,1 Bath,4 Parking,"1,237m²",147.2775174,-42.8293956
Paul Belcher,Roberts Real Estate Glenorchy,"$590,000 - $610,000","31 Grist Street,",NEW NORFOLK TAS 7140,3 Beds,2 Baths,3 Parking,616m²,147.0743139,-42.7876459
David Peers,Pat O'Driscoll Real Estate,"Offers Over $399,000","31 Hunter Street,",WEST ROCKHAMPTON QLD 4700,3 Beds,1 Bath,4 Parking,804m²,150.4860266,-23.3805517
Kosta Apostolidis,Ray White Newcastle Lake Macquarie,Contact Agent,"21 Kurraka Drive,",FLETCHER NSW 2287,4 Beds,2 Baths,2 Parking,574m²,151.6413696,-32.8728798
Michelle Cheney,Michael Robinson & Co Real Estate,ON SITE,"128 York Street,",FORBES NSW 2871,3 Beds,1 Bath,2 Parking,872m²,147.99999,-33.3695879
Michelle Cheney,Michael Robinson & Co Real Estate,"$400,000","19 Bridge Street,",FORBES NSW 2871,4 Beds,1 Bath,3 Parking,790m²,148.0164829,-33.390187
David Phelan,Dalton Partners,"Auction Guide $2,200,000","19 Watkins Street,",MEREWETHER NSW 2291,3 Beds,2 Baths,2 Parking,231m²,151.7587207,-32.9412081
Cassie Sheahan,Ray White Wagga Wagga,"$475,000","5 Berala Street,",KOORINGAL NSW 2650,4 Beds,1 Bath,1 Parking,739m²,147.3787375,-35.1455376
Stewart O`Brien,Elders Real Estate Camden Haven,"$1,250,000","4 Magellan Place,",BONNY HILLS NSW 2445,4 Beds,2 Baths,3 Parking,716m²,152.8343136,-31.5770489
Brad Randahl,Orange Real Estate,"BUYERS GUIDE $560,000 - $590,000","4 Folster Place,",ORANGE NSW 2800,3 Beds,1 Bath,2 Parking,565m²,149.08466225,-33.28710965
Luke Moloney,Moloney Real Estate,"$540,000","7 Alfred Street,",COROWA NSW 2646,3 Beds,1 Bath,4 Parking,922m²,146.3939962,-35.9985348
Ash Bock,Our City Real Estate,Contact Agent,"4 Hereford Place,",ORANGE NSW 2800,6 Beds,3 Baths,2 Parking,"1,148m²",149.0811642,-33.2643604
Ash Bock,Our City Real Estate,Contact Agent,"198 McLachlan Street,",ORANGE NSW 2800,2 Beds,1 Bath,1 Parking,554m²,149.1088654,-33.2809607
Doug Marshall,Elders Real Estate Launceston,"Offers over $425,000","7 Laycock Street,",LONGFORD TAS 7301,3 Beds,1 Bath,2 Parking,483m²,147.1226677,-41.6042661
Deardrie Keleher,PRDnationwide Tannum Sands,"OFFERS OVER $445,000","127 MALPAS STREET,",BOYNE ISLAND QLD 4680,4 Beds,2 Baths,1 Parking,685m²,151.3088467,-23.9696371
Brendon Grech,Raine & Horne Sunbury,"$500,000- $550,000","206 MITCHELLS LANE,",SUNBURY VIC 3429,3 Beds,1 Bath,2 Parking,661m²,144.7171134,-37.5855468
Deardrie Keleher,PRDnationwide Tannum Sands,"Offers Over $725,000","43 Alfred Street,",TANNUM SANDS QLD 4680,4 Beds,2 Baths,2 Parking,"1,136m²",151.3712156,-23.9475694
Nick Bond,Harcourts Huon Valley,"Best Offer Over $1,300,000","300 Esperance Coast Road,",BROOKS BAY TAS 7116,3 Beds,2 Baths,1 Parking,"26,600m²",147.0616923,-43.2544533
Angela Douglas,Discover Real Estate,"$252,000","51 Dee Street,",MOUNT MORGAN QLD 4714,2 Beds,2 Baths,1 Parking,"1,012m²",150.3918682,-23.6439887
Tim Lojszczyk,Harcourts Newcastle,Price Guide on Request,"87 Elder Street,",LAMBTON NSW 2299,1 Bed,1 Bath,4 Parking,304m²,151.7128265,-32.9122399
Marnie Seinor,McGrath Coogee,Contact Agent,"21/108-110 Botany Street,",KINGSFORD NSW 2032,2 Beds,1 Bath,1 Parking,94m²,,
Erin Marr,Belle Property Orange,"Guide $430,000 - $460,000","56 Glenroi Avenue,",ORANGE NSW 2800,3 Beds,1 Bath,1 Parking,628m²,149.1099129,-33.2943065
John Gymellas,Raine & Horne,"Auction Price Guide $1,950,000","1 Smith Street,",BEXLEY NSW 2207,4 Beds,3 Baths,3 Parking,392m²,151.1251192,-33.9465745
Stuart Benson,Ray White (Hobart),"Offers Over $450,000","158 Hookey Street,",ROKEBY TAS 7019,3 Beds,1 Bath,5 Parking,649m²,147.43777783446532,-42.897267400000004
Brenden Purcell,Purcell Property,"$895,000 - $975,000","34 Freelander Avenue,",KATOOMBA NSW 2780,3 Beds,2 Baths,1 Parking,613m²,150.31270770769828,-33.70736075
Andrew Macdonald,Belle Property Central Coast - Point Clare,"Auction - Guide $1,200,000","7 Wendy Drive,",POINT CLARE NSW 2250,5 Beds,2 Baths,1 Parking,518m²,151.3136029,-33.4360669
Bianca Melling,Roberts Real Estate Bicheno,"$580,000 - $610,000","1 Rectory Street,",SWANSEA TAS 7190,2 Beds,1 Bath,3 Parking,603m²,148.0745645,-42.1264628
Vicky Weizhen Mi,McGrath St George,Price on request,"UG03/12 Woniora Road,",HURSTVILLE NSW 2220,1 Bed,1 Bath,1 Parking,90m²,,
James Christou,YPA Estate Agents Wyndham City,"$499,000 - $549,000","4 Cashmere Court,",WYNDHAM VALE VIC 3024,4 Beds,2 Baths,1 Parking,712m²,144.6294569,-37.8871904
Mikhail Teklu,First National Westwood,"$580,000-$620,000","67 Jean Street,",POINT COOK VIC 3030,3 Beds,2 Baths,2 Parking,221m²,144.716388,-37.8801531
Scott Quirk,Orange Real Estate,"Price Guide $920,000-$960,000","52 Jonathon Road,",ORANGE NSW 2800,4 Beds,2 Baths,3 Parking,"1,005m²",149.0660889,-33.2721876
Vlado Zvicer,Premier Estate Agents,"$780,000 - $850,000","12 Urara Parade,",WALLSEND NSW 2287,4 Beds,2 Baths,1 Parking,486m²,151.6708678,-32.9135849
Andrew Thomson,Stone Copacabana & Avoca Beach,Auction,"27 Warwilla Avenue,",COPACABANA NSW 2251,4 Beds,2 Baths,2 Parking,531m²,151.4280888,-33.4868618
Jason Brennan,LJ Hooker Nelson Bay,Auction Unless Sold Prior,"190 Old Main Road,",ANNA BAY NSW 2316,5 Beds,4 Baths,5 Parking,3.5ha,152.0902754,-32.7756847
Ryan Wallace,First National Westwood,"$490,000 - $535,000","9 Gavan Court,",WERRIBEE VIC 3030,3 Beds,1 Bath,1 Parking,621m²,144.6566874,-37.8903119
Andrew Thomson,Stone Copacabana & Avoca Beach,"Guide $890,000","55 Narooma Road,",NIAGARA PARK NSW 2250,4 Beds,2 Baths,1 Parking,902m²,151.3468302,-33.3825343
Mike Dunn,Clarke & Humel Property,Auction,"53 Wyuna Avenue,",FRESHWATER NSW 2096,3 Beds,1 Bath,2 Parking,411m²,151.2824633,-33.7735645
Michelle Cheney,Michael Robinson & Co Real Estate,"$575,000","27 Farrand Street,",FORBES NSW 2871,4 Beds,2 Baths,1 Parking,"1,011m²",148.0107557,-33.3794219
Alan Garbuio,Barry Plant Boronia,"$540,000 - $590,000","16 Woodmason Road,",BORONIA VIC 3155,2 Beds,1 Bath,1 Parking,475m²,145.2823953,-37.8522785
Jai Padberg,Harcourts Hunter Valley,"Price Guide $700,000 - $750,000","240 Denton Park Drive,",ABERGLASSLYN NSW 2320,4 Beds,2 Baths,2 Parking,663m²,151.5387704,-32.7024517
Kimberley Burke,Wiseberry Heritage,"$700,000 - $770,000","138 Vales Road,",MANNERING PARK NSW 2259,3 Beds,1 Bath,− Parking,938m²,151.5359563,-33.1541699
Stephen Thompson,LJ Hooker Manuka,Auction: Saturday 28th September at 12pm,"61 Stonehaven Crescent,",DEAKIN ACT 2600,4 Beds,2 Baths,2 Parking,961m²,149.1138916,-35.3192565
John McManus,Ray White Lower North Shore Group,For Sale - Contact Agent,"14 Neville Street,",WILLOUGHBY NSW 2068,3 Beds,2 Baths,2 Parking,321m²,151.2003306,-33.7921398
Jack Aumuller,McGrath Orange,"$1,125,000 - $1,175,000","113 Sampson Street,",ORANGE NSW 2800,3 Beds,1 Bath,1 Parking,875m²,149.0908361,-33.2727503
